526,Speaker 2,"Onto these documents so.",2156.000,2156.000
528,Speaker 2,"We'll just go and order of.",2157.000,2158.000
529,Speaker 2,"How you working? OK. And I know that.",2158.000,2161.000
530,Speaker 2,"The detectives in Toronto kind of had this in their possession and just kind of got.",2161.000,2166.000
531,Speaker 2,"You to recall.",2166.000,2166.000
532,Speaker 2,"Some things, yeah. I'm just going to keep it here because, I mean, you've already written this out. So what's on here is we already know that I just had some follow up questions with regards to each circumstance. So, Mr. Silcock, it says here you were working at.",2166.000,2172.000
533,Speaker 1,"Yes.",2172.000,2177.000
534,Speaker 1,"OK.",2177.000,2181.000
535,Speaker 2,"Double shift from three to seven, right?",2181.000,2184.000
536,Speaker 1,"3:00 PM to 7:00 AM.",2184.000,2186.000
537,Speaker 2,"Right, OK. And this was that correcting care? Yes. OK. In Woodstock. Yes. OK. And tell me about your your knowledge of of James and and your daily interactions during a.",2186.000,2197.000
538,Speaker 2,"Shift with him.",2197.000,2198.000
539,Speaker 1,"I didn't see him every time. He wasn't always my patient. I just knew from what people had said that he would grab the the nurses, the grass and bought FedEx and.",2198.000,2209.000
540,Speaker 1,"He would say horribly and.",2209.000,2211.000
541,Speaker 1,"Few things about his life, but now he was there, you know, he was going to suck all this. She was going to **** all with stuff because this would say different things and it just touched me inappropriately once.",2211.000,2223.000
542,Speaker 2,"And where was that on your body and your breasts? OK. And were you alone in the room on that one?",2223.000,2224.000
543,Speaker 1,"I'm over.",2224.000,2228.000
544,Speaker 1,"Yes.",2228.000,2230.000
545,Speaker 2,"Did he have a roommate at all? Did Jim have a roommate?",2230.000,2232.000
546,Speaker 1,"I I he must have. He wasn't necessarily over. So he was either in a double robber quadruple.",2232.000,2240.000
547,Speaker 2,"Would you remember any other residents that would?",2240.000,2241.000
548,Speaker 2,"Be ruined within at that time, no.",2241.000,2245.000
549,Speaker 2,"What portion of the home?",2245.000,2247.000
550,Speaker 2,"Was James in at this point?",2247.000,2248.000
551,Speaker 1,"He was in the Hidden E Wind S Wind north wind. He was in the north wind, looked halfway down, and he was either in a double bed.",2248.000,2258.000
552,Speaker 1,"Or quadruple bud.",2258.000,2262.000
553,Speaker 2,"And.",2262.000,2265.000
554,Speaker 2,"The the diagnosis of of his health and at the time he were caring for him, you remember.",2265.000,2270.000
555,Speaker 1,"He was both his surgery and he had dementia.",2270.000,2275.000
556,Speaker 2,"Do you remember how old he was approximately?",2275.000,2276.000
557,Speaker 1,"No, I don't have anything to say. Yeah.",2276.000,2279.000
558,Speaker 2,"And the.",2279.000,2281.000
559,Speaker 2,"And sorry, he was not a diabetic and sorry you said he had dementia, OK, which you've also noted here as well. Right. OK, so tell me about the night. Was it the first person that you did this to?",2281.000,2285.000
560,Speaker 1,"Non.",2285.000,2285.000
561,Speaker 1,"Diabetic.",2285.000,2288.000
562,Speaker 1,"Yes.",2288.000,2290.000
563,Speaker 1,"Yes.",2290.000,2296.000
564,Speaker 1,"That I that I tried. Well, there were other people that done it too, who didn't die.",2296.000,2301.000
565,Speaker 2,"Prior to James, they documented on here.",2301.000,2303.000
566,Speaker 1,"Charging him personally, who died, right?",2303.000,2308.000
567,Speaker 1,"Back here, people's agenda.",2308.000,2309.000
568,Speaker 2,"But there's some other.",2309.000,2311.000
569,Speaker 2,"Right, so I can't read that first.",2311.000,2313.000
570,Speaker 2,"Name I'm Buddhist.",2313.000,2313.000
571,Speaker 1,"Clotilde Adriana.",2313.000,2314.000
572,Speaker 2,"OK, so that was, I mean, they're both September 2007, but that was before James.",2314.000,2316.000
573,Speaker 1,"We.",2316.000,2317.000
574,Speaker 1,"Yeah, yeah.",2317.000,2319.000
577,Speaker 2,"So was this your?",2320.000,2322.000
578,Speaker 2,"First attempt at overdosing these people on insulin.",2322.000,2325.000
579,Speaker 1,"Yes, and I didn't really want her to die. I just. I don't know.",2325.000,2331.000
580,Speaker 1,"I was just.",2331.000,2332.000
581,Speaker 1,"Angry and.",2332.000,2335.000
582,Speaker 1,"Had this sense inside me.",2335.000,2337.000
583,Speaker 1,"That she may be the person that God wanted.",2337.000,2339.000
584,Speaker 1,"Back with him.",2339.000,2340.000
585,Speaker 2,"And is that that feeling you're referring to that you had in your comic that science is that? Is that the point? And I need to get off to the topic here. But the point where you had these feelings in your stomach and almost that laughter after it happened, yeah, is.",2340.000,2342.000
586,Speaker 1,"Yes. Yeah.",2342.000,2351.000
587,Speaker 2,"That the part that you didn't tell Doctor Khan? Yeah.",2351.000,2353.000
588,Speaker 2,"OK.",2353.000,2354.000
589,Speaker 2,"I just want to be clear.",2354.000,2356.000
590,Speaker 1,"I told him about the last year methodic, but not the feeling that this might be the person that God wants.",2356.000,2366.000
591,Speaker 2,"It's your feelings, right?",2366.000,2370.000
592,Speaker 1,"I honestly felt like God wanted to use me.",2370.000,2372.000
593,Speaker 1,"And he kept Doctor Khan.",2372.000,2374.000
594,Speaker 1,"Kept asking me if you can go to building for a special purpose.",2374.000,2377.000
595,Speaker 1,"I can say no if that is not that.",2377.000,2381.000
596,Speaker 1,"Yeah. So, but yeah, I just had a sense after my marriage broke up that God has been used me for something. And then after a while, I started to really wonder, after some of the murders, think it was God, or if it was the devil fooling me.",2381.000,2398.000
597,Speaker 2,"Did you feel like you're doing the right thing for these people?",2398.000,2400.000
598,Speaker 1,"No.",2400.000,2402.000
599,Speaker 1,"No.",2402.000,2403.000
600,Speaker 1,"I felt like I was doing what I was supposed to do, but it wasn't what was right for them.",2403.000,2412.000
601,Speaker 2,"So James and it was in the evening that this one took place, right? Yeah.",2412.000,2421.000
602,Speaker 2,"It says here at about 9:30.",2421.000,2422.000
603,Speaker 1,"Yeah.",2422.000,2423.000
604,Speaker 2,"Running through.",2423.000,2425.000
605,Speaker 1,"About 9:30 I gave him a dose of 50 milligrams of insulin. Not not diabetic.",2425.000,2425.000
606,Speaker 2,"Portion of things.",2425.000,2432.000
607,Speaker 1,"So I went into. I used a borrowed insulin pen and borrowed insulin.",2432.000,2437.000
608,Speaker 1,"And gave him his one shot, and at 3:30 the TSA. Well, throughout the night he was yelling out. I love you. And I'm sorry not to not to me, but just you could hear him falling out in this room and that's what he was falling out.",2437.000,2450.000
609,Speaker 1,"And then the 3:30 the TSA's came to me and said that he was gone.",2450.000,2456.000
610,Speaker 1,"So.",2456.000,2458.000
611,Speaker 1,"I did what we're supposed to do. I went listening to his heart and chest.",2458.000,2462.000
612,Speaker 1,"Called the doctor, called the family. So that's what they wanted. Family came in. If that was them for a while.",2462.000,2469.000
613,Speaker 1,"Doctor came in and said that his cause of death was from an embolism due to his post hip.",2469.000,2479.000
614,Speaker 1,"He had he had hip surgery, doctoral, the level of hip surgery.",2479.000,2480.000
615,Speaker 2,"Rich.",2480.000,2487.000
616,Speaker 2,"Who do you think he was talking to when he?",2487.000,2489.000
617,Speaker 1,"Was young. I love you. I thought it might be his family.",2489.000,2494.000
618,Speaker 1,"They really did. And when they came in and talked to me, they wanted to know if he said anything.",2494.000,2498.000
619,Speaker 2,"So I told them that I was so ashamed, so ashamed. You're speaking with family. And is that the the family? That kind of commended you for the work that you had done and and how much they appreciate with them?",2498.000,2504.000
620,Speaker 1,"Yeah.",2504.000,2510.000
621,Speaker 1,"Yes, I've been there for, yes.",2510.000,2514.000
622,Speaker 2,"Does that make you feel absolutely awful?",2514.000,2515.000
624,Speaker 2,"How did you deal with it?",2518.000,2521.000
625,Speaker 1,"I just want how much better.",2521.000,2523.000
626,Speaker 1,"You know, I felt awful. Maybe I fought with my girlfriend.",2523.000,2527.000
627,Speaker 1,"Did some exercising. You know, there's some using the computer and just try to forget about it.",2527.000,2533.000
628,Speaker 2,"Did your housing have a problem sleeping at night or anything like that, or did you?",2533.000,2537.000
629,Speaker 1,"Well, I was working tonight, so I was on the.",2537.000,2540.000
630,Speaker 2,"Very good during the day then.",2540.000,2543.000
631,Speaker 1,"I would say.",2543.000,2544.000
632,Speaker 1,"I've talked, been turned a bit. Yeah.",2544.000,2547.000
633,Speaker 1,"Sounds pretty bad.",2547.000,2550.000
634,Speaker 1,"And I just want to see the family again.",2550.000,2553.000
635,Speaker 1,"So I tried to make sure I wasn't working when I came to pick up.",2553.000,2556.000
636,Speaker 1,"The stuff and.",2556.000,2558.000
637,Speaker 2,"And what room do you remember? Like a room number or just?",2558.000,2561.000
638,Speaker 2,"Like you said that the wing? Yeah.",2561.000,2561.000
639,Speaker 1,"No, it was down on our phone.",2561.000,2565.000
640,Speaker 2,"When you were to treat the insulin from for James, for Mr. Silcox, you said you've taken some insulin and he's wherever to give us.",2565.000,2571.000
641,Speaker 1,"And.",2571.000,2573.000
642,Speaker 1,"The insulin was kept in a fridge in the medication room. We had two medication rooms.",2573.000,2579.000
643,Speaker 1,"And some discussed in the fridge in the medication room.",2579.000,2582.000
644,Speaker 1,"And the extra pens are kept in the drawer.",2582.000,2586.000
645,Speaker 1,"So you could just say somebody even had someone admitted you needed a pen. Hurry.",2586.000,2591.000
646,Speaker 1,"They just put it under the pen and.",2591.000,2594.000
647,Speaker 1,"Put the needle on and dial up.",2594.000,2596.000
648,Speaker 1,"The dose and give it.",2596.000,2597.000
649,Speaker 2,"And how was that documented to know that so that Crescent care would know?",2597.000,2601.000
650,Speaker 2,"That you were taking that?",2601.000,2603.000
651,Speaker 1,"They didn't keep track of him.",2603.000,2606.000
652,Speaker 2,"So just something that was available for the nurses.",2606.000,2609.000
653,Speaker 2,"Use when they.",2609.000,2610.000
654,Speaker 2,"Knew that was appropriate for the certifications.",2610.000,2612.000
655,Speaker 1,"Yes. Now each patient has their own insulin, right? And maybe somebody noticed somebody may have noticed that a lot of insulin was missing and a lot was used. But I was always careful to using different people.",2612.000,2626.000
656,Speaker 2,"Different people, yes. OK.",2626.000,2627.000
657,Speaker 1,"And.",2627.000,2630.000
658,Speaker 2,"And Mr. silcox? And where, where did you inject the?",2630.000,2632.000
659,Speaker 2,"Insulin into his body.",2632.000,2636.000
660,Speaker 1,"I'm not really sure I'm going to say his.",2636.000,2637.000
661,Speaker 1,"Arm or his parts of.",2637.000,2641.000
662,Speaker 2,"And did you know what was?",2641.000,2642.000
663,Speaker 2,"Going on at that point, really.",2642.000,2643.000
664,Speaker 1,"No.",2643.000,2644.000
665,Speaker 2,"Was he? Was he a verbal?",2644.000,2646.000
666,Speaker 2,"Patient like, could he converse with you and communicate?",2646.000,2647.000
667,Speaker 1,"Oh yeah, he didn't really converse.",2647.000,2649.000
668,Speaker 1,"Team did a lot of yelling at.",2649.000,2652.000
669,Speaker 1,"Don't really remember him reacting when I gave it.",2652.000,2655.000
670,Speaker 2,"So he didn't react.",2655.000,2657.000
671,Speaker 1,"I don't remember reacting now.",2657.000,2660.000
672,Speaker 2,"Would he maybe just think it's a regular portion of his day receiving medications that he he so required?",2660.000,2663.000
674,Speaker 1,"I would like.",2666.000,2668.000
675,Speaker 1,"Yeah.",2668.000,2674.000
676,Speaker 2,"Is there anything else you can remember, Mr. Silcox?",2674.000,2678.000
677,Speaker 1,"His wife and daughter loves him a lot.",2678.000,2683.000
678,Speaker 2,"And I would like to give you crappy yeah.",2683.000,2691.000
679,Speaker 1,"He.",2691.000,2694.000
680,Speaker 1,"Yeah, like I said, it could be a bit of a handful, but you know, he ate and drank normally took his pills when he told him to. So nothing else. I can really remember about him, but this is, you know, nine years ago. Yeah.",2694.000,2708.000
681,Speaker 2,"So.",2708.000,2714.000
682,Speaker 2,"How long after? Sorry. When did you break up with?",2714.000,2715.000
683,Speaker 2,"Your your husband like this.",2715.000,2717.000
684,Speaker 1,"I broke up with him.",2717.000,2717.000
685,Speaker 2,"In August 22nd, 2007.",2717.000,2720.000
686,Speaker 1,"Oh, no, no. I woke up with him in.",2720.000,2723.000
687,Speaker 1,"End of January beginning.",2723.000,2725.000
688,Speaker 1,"Of February 2007.",2725.000,2727.000
689,Speaker 2,"OK, so it was quite some time until September until you actually all right.",2727.000,2730.000
690,Speaker 1,"Yeah, by that time I was in a new relationship.",2730.000,2733.000
691,Speaker 1,"With a woman.",2733.000,2736.000
692,Speaker 1,"Her name was Maureen.",2736.000,2743.000
693,Speaker 2,"Did you ever expose her what you were doing?",2743.000,2745.000
694,Speaker 1,"No, absolutely no.",2745.000,2748.000
695,Speaker 2,"So you just kind of went about your thing with Mr. Silcox went home net.",2748.000,2752.000
696,Speaker 1,"Yeah.",2752.000,2754.000
697,Speaker 2,"They did. You have some exercise in computer games which did you work again that next day?",2754.000,2758.000
698,Speaker 1,"I don't know.",2758.000,2760.000
699,Speaker 2,"Do you remember who you have been?",2760.000,2761.000
700,Speaker 2,"Working with on that occasion.",2761.000,2765.000
701,Speaker 1,"No, no, no, I don't. I'm sorry. Yeah. Yeah, I just do a lot of.",2765.000,2767.000
702,Speaker 2,"Are you OK, stretch?",2767.000,2771.000
703,Speaker 2,"OK. That's OK. Hey, you're not bothering me. I just want to make.",2771.000,2774.000
704,Speaker 2,"Sure you're comfortable. OK, I need something else.",2774.000,2775.000
705,Speaker 1,"Yeah.",2775.000,2779.000
706,Speaker 2,"That's right.",2779.000,2781.000
707,Speaker 2,"Do you remember who?",2781.000,2782.000
708,Speaker 2,"Your supervisor would be at that point.",2782.000,2784.000
709,Speaker 1,"Well, that would be Helen Romney.",2784.000,2785.000
710,Speaker 2,"That was the head nurse.",2785.000,2787.000
711,Speaker 1,"She was always like whoever was on as the.",2787.000,2790.000
712,Speaker 1,"Nurse was the charge nurse.",2790.000,2792.000
713,Speaker 1,"So I was the charge nurse.",2792.000,2795.000
714,Speaker 1,"And at night, so as the charge nurse from 3:00 to 11:00, I was in charge of.",2795.000,2804.000
715,Speaker 1,"12345678 TSW and I would never.",2804.000,2812.000
716,Speaker 1,"Yeah. And then.",2812.000,2815.000
717,Speaker 1,"There was two other wings, and so at night, as the church nurse, I was responsible to look after the RPM on the other side like view resource server.",2815.000,2828.000
718,Speaker 1,"There were four PSW's on that side and four PSI's on my side. The nine people, and then finally, of course, she wasn't around. Maybe the chief.",2828.000,2846.000
719,Speaker 1,"Her and the executive director, Brenda.",2846.000,2855.000
720,Speaker 1,"I'm sorry. I'm probably gonna.",2855.000,2860.000
721,Speaker 2,"So as far as Mr. Silcox goes, then?",2860.000,2865.000
722,Speaker 2,"Decides what you're feeling in your stomach.",2865.000,2867.000
723,Speaker 2,"And besides that, you.",2867.000,2868.000
724,Speaker 2,"Thought that this was the purpose that you.",2868.000,2870.000
725,Speaker 2,"Were.",2870.000,2870.000
726,Speaker 2,"Given on from your relationship forward after breaking up with your husband right, that you that you.",2870.000,2876.000
727,Speaker 2,"He you indicated that he wasn't a very nice man.",2876.000,2879.000
728,Speaker 1,"No.",2879.000,2880.000
729,Speaker 2,"Is that?",2880.000,2881.000
730,Speaker 2,"A portion of what happens.",2881.000,2883.000
731,Speaker 1,"I don't know.",2883.000,2885.000
732,Speaker 1,"I wonder if that's a portion of how I chose him afterwards. I did feel a release and a release.",2885.000,2891.000
733,Speaker 1,"Like a release of pressure.",2891.000,2893.000
734,Speaker 2,"Because throughout this document and as we go through.",2893.000,2896.000
735,Speaker 2,"It a lot of these people.",2896.000,2899.000
736,Speaker 2,"You kind of described them as not very nice people. Yeah, right. Yeah. So I'm not sure if that's a tendency or a pattern that we see as far as. Is that why you told these people?",2899.000,2909.000
737,Speaker 1,"Yeah, I'm not. It might be, but I also know I just felt like they were the ones right. They just feeling as though that.",2909.000,2915.000
738,Speaker 1,"They were.",2915.000,2916.000
739,Speaker 2,"The one before before you.",2916.000,2919.000
740,Speaker 2,"Injected insulin in Mr. Silcox.",2919.000,2923.000
741,Speaker 2,"Was it a spur of the moment thing had?",2923.000,2925.000
742,Speaker 2,"You thought about it that when?",2925.000,2926.000
743,Speaker 2,"You reported for duty at.",2926.000,2927.000
744,Speaker 1,"3:00 in the afternoon, thinking about it, about 6:00 at night, I think.",2927.000,2939.000
745,Speaker 2,"And do you remember who the pronouncing Dr. would have been?",2939.000,2942.000
748,Speaker 2,"Like how does how does.",2942.000,2943.000
749,Speaker 1,"That process work process the way it works was person sound with no vital signs. Nurse goes in with the stethoscope. This is for one minute.",2943.000,2953.000
750,Speaker 1,"If there's no heartbeat, no lung sounds. Nurse goes and calls the doctor on call.",2953.000,2959.000
751,Speaker 1,"U.",2959.000,2959.000
752,Speaker 1,"M.",2959.000,2961.000
753,Speaker 1,"There was also a sheet that we had to fill out.",2961.000,2963.000
754,Speaker 1,"If we thought it was a coroner's case.",2963.000,2966.000
755,Speaker 1,"In this case, I don't believe we thought it was.",2966.000,2969.000
756,Speaker 1,"And then.",2969.000,2971.000
757,Speaker 1,"Family is called and the Doctor May wait to come in and pronounce in the morning. Family can come in and visit the body at anytime, so then the PSW's would get the the body ready.",2971.000,2984.000
758,Speaker 2,"OK. So prior to the doctor announce you in the morning, the family could come in and even sign.",2984.000,2987.000
759,Speaker 1,"Yeah. Yeah. So the PSW will just clean them up, put on, you know, clean britches and clean up the.",2987.000,2995.000
760,Speaker 1,"Bed and stuff.",2995.000,2997.000
761,Speaker 2,"So you said you said, Mr. Silcox, you said we didn't think it was a coroner's case.",2997.000,3002.000
762,Speaker 2,"Who wanted that thing?",3002.000,3006.000
763,Speaker 2,"OK.",3006.000,3007.000
764,Speaker 2,"So would that be just a decision that?",3007.000,3010.000
765,Speaker 2,"You are trusting to me.00:50:11 Speaker 1 A. No, there's a there's a form on the computer and you go down through and if it says if you take off anything that says yes.00:50:20 Speaker 1 You notify the coroner.00:50:22 Speaker 2 All right, but you would have clicked off those boxes yourself. Yes. OK. So obviously, knowing that you had done this to Mr. Silcox, did you feel that you wouldn't click? Yes. So that attention would be.00:50:33 Speaker 2 Drawn to you?00:50:34 Speaker 1 You know, I honestly can't.00:50:35 Speaker 1 Remember, if he was clever case or not.00:50:38 Speaker 1 You might have them.00:50:39 Speaker 2 Now with insulin.00:50:40 Speaker 1 I would even though I did this to these people when.00:50:43 Speaker 1 I did there.00:50:45 Speaker 1 But see, it's phrased as. Does anyone have a?00:50:49 Speaker 1 Reason to believe?00:50:50 Speaker 1 That this death was not natural, so yeah.00:50:54 Speaker 1 I would click.00:50:55 Speaker 1 I wouldn't get that one. Yeah, you're right.00:50:58 Speaker 2 OK. And I just wanted to clarify that please.00:51:02 Speaker 1 Yeah.00:51:06 Speaker 2 OK.00:51:09 Speaker 2 Anything else you can think about from R silcox?00:51:14 Speaker 2 Maurice.00:51:17 Speaker 2 Is it that?00:51:19 Speaker 2 So tell me a little bit about Maurice. This says that this occurred in September or October of.00:51:23 Speaker 2 20.00:51:25 2007.00:51:27 Speaker 2 And this was at present.00:51:27 Yes.00:51:28 Speaker 2 Care.00:51:29 Speaker 2 OK, tell me.00:51:29 Speaker 2 A little bit about your interactions with Maurice.00:51:31 Speaker 1 He was another one who'd like to grab restenosis. He was sometimes a patient of mine. See, at that time I wasn't. I didn't have a set for that. I worked on. I worked on all the different floors of the nurse guide was filling in.00:51:45 Speaker 1 So.00:51:49 Speaker 1 He.00:51:51 Speaker 1 One afternoon I was working with him and he.00:51:53 Speaker 1 Did grab me.00:51:54 Speaker 1 And again, I got that feeling inside that this is his time to go.00:52:00 Speaker 1 So I gave him an overdose of insulin after supper, and I believe he died the next day.00:52:07 Speaker 2 And what was your shift that do you remember what shift you working at that point?00:52:09 Speaker 1 It was 3:00 to 11:00.00:52:11 Speaker 2 3:00 PM.00:52:14 Speaker 2 11 year.00:52:14 Speaker 1 So did I. Lee died when I wasn't there.00:52:21 Speaker 2 He was known for it's that you're grabbing this dash breasts and *****.00:52:26 Speaker 1 Yeah.00:52:28 Speaker 2 And do you remember who you would been working with at that point?00:52:31 Speaker 2 Yeah. Do you remember where Maurice was within Crescent care?00:52:37 Speaker 1 Yeah, he was down in the north wing.00:52:40 Speaker 1 I think he was in a in a double room on.00:52:43 Speaker 1 The right hand side.00:52:45 Speaker 2 And you remember whose roommates were done at all?00:52:46 Speaker 1 And then.00:52:48 Speaker 1 No, I don't. But I do remember that when we started going downhill after the insulin overdose.00:52:53 Speaker 1 They moved into the palliative care room right by the nurses.00:53:00 Speaker 2 And at what point of the day do you?00:53:02 Speaker 2 Think that you sorry.00:53:03 Speaker 2 I think you said that. Sorry, but just.00:53:05 Speaker 2 To confirm what what time the.00:53:06 Speaker 2 ADP was when you had injected them with you.00:53:08 Speaker 1 And then injection.00:53:11 Speaker 1 It is afternoon evening 43530.00:53:16 Speaker 2 And and what was his reaction to her?00:53:20 Speaker 1 Again, it was just kind of like, oh, OK.00:53:23 Speaker 1 And it says the doctor wants you to have a vitamin shot.00:53:26 Speaker 1 That's what I usually say.00:53:28 Speaker 2 And was he able to communicate with you? Global could converse.00:53:31 Speaker 1 Is use verbal.00:53:34 Speaker 1 Not totally, but he could say something.00:53:38 Speaker 2 And did he question this vitamin travel?00:53:41 Speaker 1 No.00:53:43 Speaker 2 UM.00:53:46 Speaker 2 And he passed away the next day. Yeah. OK. So being that you weren't there when you passed away, you would have been the one.00:53:53 Speaker 2 Checking the boxes, that's.00:53:55 Speaker 1 Right.00:53:55 Speaker 2 So you know.00:53:58 Speaker 2 By chance, what nurse would have been responsible for?00:54:06 Speaker 2 Did you ever have any concerns that he didn't pass away while you were working and that?00:54:12 Speaker 2 You know, position may arise.00:54:14 Speaker 1 No.00:54:14 Speaker 1 I know I didn't. Well, yes, I did a little bit. I always wondered if they find the site where I gave the shot and.00:54:22 Speaker 1 Something you know, they've they've been an.00:54:25 Speaker 1 Investigation. I always wondered that.00:54:30 Speaker 2 And even though.00:54:30 Speaker 2 It passed through your mind. Did you just?00:54:33 Speaker 2 And yeah, and you remember what part of the body he would have been injected in?00:54:33 Speaker 2 Down about your.",3010.000,3281.000
766,Speaker 1,"I need to make.00:54:44 Speaker 1 Because at that point he didn't have a lot of body fat, so he didn't know. And when you were a subcutaneous injection, it goes in to the body part. So.00:54:48 Speaker 2 Morriston.00:54:55 Speaker 2 And you've documented that.00:54:56 Speaker 2 He was a cancer patient. You know what type of cancer you had.00:54:58 Speaker 1 Yes.",3281.000,3300.000
767,Speaker 1,"I think it was.00:55:05 Speaker 2 And what was the what the deal come to hold for his future as far as the cancer in his body? How do?00:55:10 Speaker 1 He was.00:55:12 Speaker 2 You think this?00:55:12 Speaker 1 Was 7576.",3300.000,3319.000
768,Speaker 2,"I'm sorry. You in the double room?00:55:21 Speaker 1 Yeah.00:55:24 Speaker 2 During the work, we really been working with that day, same supervisor, nurse.00:55:30 Speaker 1 Yeah.00:55:32 Speaker 1 Sorry, I think it's so far yeah.00:55:33 Speaker 2 That's OK. It's a long time ago. I mean, obviously it's a significant event in life, but it's.00:55:40 Speaker 2 A long time ago.00:55:41 Speaker 1 Yes.",3319.000,3341.000
769,Speaker 2,"So no, I'm not. I don't. I'm not concerned. You can't remember every question that I asked you. That's.00:55:46 Speaker 2 If you can do the best.",3341.000,3347.000
770,Speaker 2,"That you can, that's all I.",3347.000,3349.000
771,Speaker 2,"Can ask for OK.",3349.000,3349.000
772,Speaker 1,"OK.",3349.000,0.000
773,Speaker 1,"I tried to stay away from it sometimes I was very interested to see what was happening. I would just try to stay away from it.",0.000,10.000
774,Speaker 2,"Anything else you can remember about Maurice at all? Not really.",10.000,15.000
775,Speaker 1,"You know, there were people who loved him. There were people who loved them.",15.000,16.000
776,Speaker 2,"You will hear the corners gates.00:00:23 Speaker 2 Who loved Maurice? Who did?",16.000,24.000
777,Speaker 2,"You know that.",24.000,25.000
778,Speaker 1,"He had he had friends that were coming, that were like family.",25.000,25.000
779,Speaker 2,"Would come visit him.",25.000,30.000
780,Speaker 1,"And then the woman says.",30.000,35.000
781,Speaker 2,"And how would it make?",35.000,35.000
782,Speaker 2,"You feel when, when there's passed away.",35.000,37.000
783,Speaker 2,"Not that what happened.",37.000,43.000
784,Speaker 1,"I just. Well, I wasn't there when he passed away. I didn't work that day.",43.000,49.000
785,Speaker 2,"Do you remember if you work the next thing?",49.000,52.000
786,Speaker 1,"I might have. I know when I found out that he died, I'd love to see how long it took him to figure out the notes and stuff to see what I've got. And it's.",52.000,60.000
787,Speaker 1,"Getting a point out to fetch it with.",60.000,61.000
788,Speaker 2,"Yeah, no fun. Whatever you need.",61.000,66.000
789,Speaker 2,"So after you found out you had passed you.",66.000,67.000
790,Speaker 2,"Kind of read through the documents and.",67.000,69.000
791,Speaker 1,"Yeah.",69.000,70.000
792,Speaker 2,"Do you remember seeing anything that kind of said? Oh, oh, you know.",70.000,73.000
793,Speaker 1,"No.",73.000,74.000
794,Speaker 2,"This isn't a good thing for the year.",74.000,75.000
795,Speaker 1,"No.",75.000,76.000
796,Speaker 1,"So and even if I had, I've been ultra sensitive, could not.",76.000,80.000
797,Speaker 2,"You could have or.",80.000,80.000
798,Speaker 2,"You OK?",80.000,86.000
799,Speaker 2,"The next person on your list is Helen Matheson. Yeah. OK. So you go from September or October to 07. Yeah. And then Helen was 2011. Yeah. What, what happened between those years?",86.000,96.000
800,Speaker 1,"Yes.",96.000,99.000
801,Speaker 1,"I think you'll see the.",99.000,101.000
802,Speaker 2,"Was there some comments?",101.000,106.000
803,Speaker 1,"Yeah.",106.000,108.000
804,Speaker 2,"OK. And we'll.",108.000,109.000
805,Speaker 2,"Get to those soon. Yeah. OK.",109.000,112.000
806,Speaker 1,"How long? I don't remember a lot about. She was very quiet, very determined, just seemed to be waiting to die again. I had that feeling that, you know, this is.",112.000,122.000
807,Speaker 1,"The one.",122.000,123.000
808,Speaker 1,"And.",123.000,126.000
809,Speaker 1,"I made a bit of a fuss about it that night because she was very lucid and we talked about how much she likes blue. Very.",126.000,133.000
810,Speaker 1,"High in ice cream.",133.000,135.000
811,Speaker 1,"So on my on my break I went to Walmart, I got a small blueberry pie and ice cream and brought it to her and she had.",135.000,143.000
812,Speaker 1,"3 or 4.",143.000,143.000
813,Speaker 1,"Like and then that night I overdosed her.",143.000,148.000
814,Speaker 1,"Like I said, I had that feeling that.",148.000,151.000
815,Speaker 1,"Great time to go and.",151.000,153.000
816,Speaker 2,"With any valid issues towards the end of her life at that point.",153.000,156.000
817,Speaker 1,"Know that she was the person to go.",156.000,159.000
818,Speaker 2,"And that was.",159.000,161.000
819,Speaker 2,"In your mind, in your stomach, where was that feeling?",161.000,161.000
820,Speaker 1,"Give us.",161.000,163.000
821,Speaker 1,"Darian after I did it, I got that lobster.",163.000,167.000
822,Speaker 2,"When would you feel that laughter? Would you feel it right after you injected it or?",167.000,171.000
823,Speaker 2,"Once the person passed away.",171.000,173.000
824,Speaker 1,"Both.",173.000,175.000
825,Speaker 1,"Oh.",175.000,178.000
826,Speaker 2,"And Helen was you.",178.000,180.000
827,Speaker 2,"Figure that she wasn't a diabetic.",180.000,182.000
828,Speaker 1,"No.",182.000,183.000
829,Speaker 2,"Just out of curiosity, how much insulin would it?",183.000,185.000
830,Speaker 2,"Take to kill someone that wasn't a diabetic or.",185.000,187.000
831,Speaker 1,"See, I don't know.",187.000,189.000
832,Speaker 1,"I don't know.",189.000,191.000
833,Speaker 1,"So.",191.000,193.000
834,Speaker 2,"You didn't know.",193.000,194.000
835,Speaker 2,"That, the nurse said this amount or.",194.000,195.000
836,Speaker 1,"No, there is no set amount.",195.000,199.000
837,Speaker 2,"And I'm just I.",199.000,200.000
838,Speaker 1,"Yeah. No, there.",200.000,200.000
839,Speaker 2,"Just simply just don't know that interest, that's.",200.000,202.000
840,Speaker 2,"Fine.",202.000,204.000
841,Speaker 2,"Right. So different people would react differently to different amounts of that first and they would obviously make a difference if they were diabetic.",204.000,207.000
842,Speaker 1,"Yes. Yeah.",207.000,212.000
843,Speaker 2,"Or not a diabetic?",212.000,213.000
844,Speaker 1,"Yeah.",213.000,215.000
845,Speaker 1,"I believe she died that day.",215.000,218.000
846,Speaker 2,"And it said you'll.",218.000,221.000
847,Speaker 2,"Hear the doctor declared her to be affiliative.",221.000,223.000
